"Report ID","Category of Incident","Country of Incident","Date of Incident","Subject","Role","Order in Trade Route","Comments","Building/Place Name","Building Place/Name Alias","Street Address","Village/Commune/Ward","City/Town/Sub-district/Municipality","County/District/Prefecture/Department","State/Province/Region","Country","Latitude","Longitude","Transit Type"
"MOR17136","1. Seizure","Kenya","2018-10-25 00:00:00","8 ivory pieces (23kg) seized from two people in Suguta Marmar","Discovery Location","","","","","","Suguta Marmar","","Samburu County","Northern","Kenya","0.82586497068405","36.689498901367",""
"MOR17161","1. Seizure","Kenya","2018-04-22 00:00:00","8 ivory pieces (15kg) seized in Migori, 2 arrested","Discovery Location","","","","","","","Migori","Migori County","","Kenya","-1.0675431489944","34.452438354492",""
"MOR17162","1. Seizure","Kenya","2018-05-16 00:00:00","2 tusks (32 kg) seized in Emali, two suspects arrested","Discovery Location","","","","","","","Emali Town","Makueni County","","Kenya","-2.0803360939026","37.463592529297",""
"MOR17918","1. Seizure","Kenya","2018-11-01 00:00:00","21 ivory pieces (54.7 kg) seized in Mowarak, Laikipia County, 5 arrested","Destination Location","3","","","","","","Nairobi","Nairobi County","","Kenya","-1.2920658588409","36.82194519043",""
"MOR17918","1. Seizure","Kenya","2018-11-01 00:00:00","21 ivory pieces (54.7 kg) seized in Mowarak, Laikipia County, 5 arrested","Discovery Location","2","","","","","Mowarak","Between Mugie & Sosian","Laikipia West County","","Kenya","0.52478802204132","36.632869720459",""
"MOR17918","1. Seizure","Kenya","2018-11-01 00:00:00","21 ivory pieces (54.7 kg) seized in Mowarak, Laikipia County, 5 arrested","Origin Location","1","Suspected that the ivory had been transported from this location","","","","","","Samburu County","Rift Valley Province","Kenya","1.544538","36.062123",""
"MOR17920","1. Seizure","Kenya","2018-11-07 00:00:00","12 kg ivory seized in Isiolo - 1 suspect arrested","Discovery Location","","","","","","","Isiolo Town","Isiolo County","","Kenya","0.35788398981094","37.582817077637",""
"MOR18368","1. Seizure","Kenya","2018-12-04 00:00:00","11 tusks (55kg) seized in Kilifi, one male suspect arrested","Discovery Location","","","","","","Kaloleni","Voi","Taita-Taveta County","Coast","Kenya","-3.3984673023224","38.54797744751",""
"MOR18382","5. Animal Injury / Mortality / Welfare","Tanzania, United Republic of","2019-01-20 00:00:00","Dead Olarro Elephants 'May Have Been Poisoned' at Farms in Kenya","Discovery Location","","","Olarro Conservancy","","","","","Narok","Nairobi","Kenya","-1.0745010375977","35.870182037354",""
"MOR18741","1. Seizure","Kenya","2019-02-26 00:00:00","Three Suspected Wildlife Trophies Traffickers Arrested in Nairobi With 13kg of Ivory in Kenya","Discovery Location","","","","","","Karen","Nairobi Central","","Nairobi","Kenya","-1.3144069910049","36.700565338135",""
"MOR18772","1. Seizure","Kenya","2019-03-05 00:00:00","8kg tusks seized in Nakuru, Kenya - 3 charged","Discovery Location","","","Bontana Hotel","","Tom Mboya Street","Biashara","Nakuru","Nakuru","","Kenya","-0.28778499364853","36.066181182861",""
"MOR19228","1. Seizure","Kenya","2019-01-08 00:00:00","Leopard skin, rhino horn, ivory pieces and a live tortoise seized in Nairobi, three Chinese and a Kenyan arrested","Discovery Location","","","","","","Kilimani","Nairobi","Nairobi County","","Kenya","-1.2854324579239","36.779747009277",""
"MOR19229","1. Seizure","Kenya","2019-01-08 00:00:00","4 tusks (50kg) seized in Kitengela, three people arrested","Discovery Location","2","Ivory was seized from a vehicle at this location","","","","","Kitengela","Kajiado County","","Kenya","-1.4752889871597","36.962009429932",""
"MOR19229","1. Seizure","Kenya","2019-01-08 00:00:00","4 tusks (50kg) seized in Kitengela, three people arrested","Origin Location","1","Suspects drove the vehicle with the goods from this location","","","","","Maralal","Samburu County","","Kenya","1.0968060493469","36.692890167236",""
"MOR19251","1. Seizure","Kenya","2019-01-31 00:00:00","6 tusks (11kg) seized at a petrol station in Donholm, Nairobi - 1 suspect arrested","Discovery Location","","","","","","Donholm","Nairobi","","Nairobi","Kenya","-1.2947643995285","36.887752532959",""
"MOR19483","1. Seizure","Kenya","2018-01-01 00:00:00","40 kg tusks  (5 pieces) seized near Kenya-Tanzania border, Kilgoris - 2 Tanzanians arrested","Discovery Location","","","","","","","Kilgoris","Narok County","","Kenya","-1.0083910226822","34.88000869751",""
"MOR21406","1. Seizure","Kenya","2019-06-06 00:00:00","16 elephant tusks seized in Nakuru, father and son arrested","Origin Location","1","","","","","","Eldoret","Uasin Gishu County","","Kenya","0.5117564201355","35.234191894531",""
"MOR21406","1. Seizure","Kenya","2019-06-06 00:00:00","16 elephant tusks seized in Nakuru, father and son arrested","Transit Location","2","","","","","","Nakuru","Nakuru County","Rift Valley","Kenya","-0.31563991308212","36.008819580078",""
"MOR21406","1. Seizure","Kenya","2019-06-06 00:00:00","16 elephant tusks seized in Nakuru, father and son arrested","Destination Location","3","","","","","","Nairobi","Nairobi County","","Kenya","-1.2920658588409","36.82194519043",""
"MOR21406","1. Seizure","Kenya","2019-06-06 00:00:00","16 elephant tusks seized in Nakuru, father and son arrested","Discovery Location","2","","","","","","Nakuru","Nakuru County","Rift Valley","Kenya","-0.31563991308212","36.008819580078",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Senegal","14.497401237488","-14.452362060547",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Tanzania, United Republic of","-6.3690280914307","34.888820648193",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Congo, Democratic Republic of The","-4.038333","21.758664","Road"
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Kenya","-0.023559000343084","37.906192779541",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","It is believed that the criminal enterprise is based in Uganda","","","","","","","","Uganda","1.3733329772949","32.29027557373",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Mozambique","-18.66569519043","35.529563903809",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Arrested at","","Location where 60-year-old Mansur Mohamed Surur, aka “Mansour”, a Kenyan citizen and wanted fugitive in the US was arrested on Wednesday morning, 29th July 2020[MOR21563]","Moi International Airport","Port Reitz Airport (MBA)","","","Mombasa","","Mombasa County","Kenya","-4.03276014328","39.603618621826","Airport"
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Association","","Ivory and rhino horn was smuggled from/involving this location","","","","","","","","Guinea","9.9455871582031","-9.69664478302",""
"MOR21563","9. Enforcement Action / Prosecution","United States of America","2019-06-13 00:00:00","4 traffickers indicted for alleged wildlife/narcotics trafficking and money laundering","Arrested at","","KROMAH - arrested on 12/06/2019 and expelled to the United States","","","","","","","","Uganda","1.3733329772949","32.29027557373",""
"MOR21633","1. Seizure","Kenya","2019-04-30 00:00:00","1 tusk (6.5kg) seized in Gichunge area, North Imenti, Kenya - 1 male charged","Discovery Location","","","","","","Gichunge Area","North Imenti","Meru County","","Kenya","0.082741998136044","37.647571563721",""
"MOR21679","1. Seizure","Kenya","2018-10-01 00:00:00","2 ivory pieces (13.7kg) seizured in Taita-Taveto County, Kenya - 1 convicted","Discovery Location","","Zongwani area of Mgeno Ranch","","","","","","Taita-Taveta County","","Kenya","-3.4201920032501","37.849067687988",""
"MOR22325","1. Seizure","Kenya","2019-07-05 00:00:00","2 ivory pieces & ammunition seized in Nairobi, two arrested","Discovery Location","","","","","","Huruma","Nairobi","","Nairobi","Kenya","-1.2578109502792","36.870998382568",""
"MOR22350","1. Seizure","Kenya","2019-07-10 00:00:00","4 tusks (82kg) seized in Kwale County, two suspects arrested","Discovery Location","","","","","","Silaloni Village","Ukunda","Kwale County","","Kenya","-3.6169490814209","39.28352355957",""
"MOR23096","1. Seizure","Kenya","2019-07-30 00:00:00","35 pieces of ivory (182 kg) seized in Makobeni Village, Rabai - 2 suspects arrested","Discovery Location","2","","","","","Makobeni Village","Rabai","Kilifi District","Coast Province","Kenya","-3.2044188976288","39.781051635742",""
"MOR23096","1. Seizure","Kenya","2019-07-30 00:00:00","35 pieces of ivory (182 kg) seized in Makobeni Village, Rabai - 2 suspects arrested","Origin Location","1","Suspected to have been sourced from this location","Tsavo East Game Park","Tsavo East National Park","","","","","Tsavo","Kenya","-2.7786109447479","38.771667480469",""
"MOR23115","1. Seizure","Kenya","2019-08-02 00:00:00","14 kg of ivory seized near Nakuru - 2 suspects arrested","Discovery Location","","Near this location","","","","","Nakuru","Nakuru County","Rift Valley","Kenya","-0.31563991308212","36.008819580078",""
"MOR23625","1. Seizure","Kenya","2019-05-15 00:00:00","9 ivory pieces (8.5kg) seized in Mombasa (Kenya)","Discovery Location","2","","","","","","Mombasa","Mombasa County","Coastal Province","Kenya","-4.0573801994324","39.662738800049",""
"MOR23625","1. Seizure","Kenya","2019-05-15 00:00:00","9 ivory pieces (8.5kg) seized in Mombasa (Kenya)","Origin Location","1","Suspects were travelling by bus from this location","","","","","","Busia","Eastern Region","Uganda","0.40447300672531","34.019584655762",""
"MOR23641","1. Seizure","Kenya","2019-08-14 00:00:00","1 ivory bangle (0.085kg) seized at Jomo Kenyatta Airport - 1 female suspect arrested","Origin Location","1","Flight departed from this location","","","","","","","","France","46.227638244629","2.2137489318848",""
"MOR23641","1. Seizure","Kenya","2019-08-14 00:00:00","1 ivory bangle (0.085kg) seized at Jomo Kenyatta Airport - 1 female suspect arrested","Destination Location","3","","Dzaoudzi Island","","","","","","","Mayotte","-12.783465385437","45.283622741699",""
"MOR23641","1. Seizure","Kenya","2019-08-14 00:00:00","1 ivory bangle (0.085kg) seized at Jomo Kenyatta Airport - 1 female suspect arrested","Discovery Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR23641","1. Seizure","Kenya","2019-08-14 00:00:00","1 ivory bangle (0.085kg) seized at Jomo Kenyatta Airport - 1 female suspect arrested","Transit Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR23643","1. Seizure","Kenya","2019-08-18 00:00:00","1 ivory bangle (0.025g) seized at Jomo Kenyatta Airport, 1 female suspect arrested","Discovery Location","1","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR23643","1. Seizure","Kenya","2019-08-18 00:00:00","1 ivory bangle (0.025g) seized at Jomo Kenyatta Airport, 1 female suspect arrested","Destination Location","2","","","","","","","","Dar es Salaam","Tanzania, United Republic of","-6.8921413421631","39.262985229492",""
"MOR24210","1. Seizure","Kenya","2019-08-10 00:00:00","100kg tusks seized in Nyandarua County, Kenya - 1 arrested, 1 escaped","Discovery Location","","","","","","","","Nyandarua County","","Kenya","-0.40610760450363","36.187484741211",""
"MOR24230","1. Seizure","Kenya","2019-08-23 00:00:00","6 elephant Tusks (17.5 kg) seized on A2 Road, Maritati - 2 suspects arrested","Discovery Location","","","","","A2 Road","Maritati","Meru","Meru District","Eastern Province","Kenya","0.078509002923965","37.30685043335","Road"
"MOR25169","1. Seizure","Kenya","2019-09-22 00:00:00","5 tusks & 1 rhino horn siezed in Kaplong Trading Centre & Litein - 3 arrested","Discovery Location","","","Kaplong Trading Centre","","","","","Bomet County","Rift Valley Province","Kenya","-0.68569201231003","35.133243560791",""
"MOR25169","1. Seizure","Kenya","2019-09-22 00:00:00","5 tusks & 1 rhino horn siezed in Kaplong Trading Centre & Litein - 3 arrested","Discovery Location","","","","","","","Litein","Kericho","Buret","Kenya","-0.5840460062027","35.192432403564",""
"MOR25170","1. Seizure","Kenya","2019-09-05 00:00:00","21 tusks (72kg) seized in Alem Area, Ripko - 5 suspects arrested","Discovery Location","","","","","","Alem","Kabarnet","Baringo County","Rift Valley Province","Kenya","0.27260801196098","35.833488464355",""
"MOR25799","1. Seizure","Kenya","2019-10-15 00:00:00","1 ivory bangle (60g) seized at Jomo Kenyatta Airport, Kenya - 1 Chinese national arrested","Discovery Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR25799","1. Seizure","Kenya","2019-10-15 00:00:00","1 ivory bangle (60g) seized at Jomo Kenyatta Airport, Kenya - 1 Chinese national arrested","Origin Location","1","","Bangui-M'Poko International Airport","BGF","","","Bangui","","Bangui","Central African Republic","4.3985810279846","18.523780822754","Airport"
"MOR25799","1. Seizure","Kenya","2019-10-15 00:00:00","1 ivory bangle (60g) seized at Jomo Kenyatta Airport, Kenya - 1 Chinese national arrested","Destination Location","3","","","","","","","","","China","35.861660003662","104.19539642334",""
"MOR25799","1. Seizure","Kenya","2019-10-15 00:00:00","1 ivory bangle (60g) seized at Jomo Kenyatta Airport, Kenya - 1 Chinese national arrested","Transit Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR25971","1. Seizure","Kenya","2019-10-23 00:00:00","1 ivory bangle (100g) seized at Jomo Kenyatta International Airport, Kenya - 1 Zambian female arrested","Destination Location","2","","","","","","Dar es Salaam","","Dar es Salaam","Tanzania, United Republic of","-6.7695713043213","39.114208221436",""
"MOR25971","1. Seizure","Kenya","2019-10-23 00:00:00","1 ivory bangle (100g) seized at Jomo Kenyatta International Airport, Kenya - 1 Zambian female arrested","Discovery Location","1","departune Terminal 1A","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR26099","1. Seizure","Kenya","2016-04-04 00:00:00","1046g of ivory and 500g of pangolin scales seized at Jomo Kenyatta International Airport - 2 suspects arrested","Transit Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR26099","1. Seizure","Kenya","2016-04-04 00:00:00","1046g of ivory and 500g of pangolin scales seized at Jomo Kenyatta International Airport - 2 suspects arrested","Discovery Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR26099","1. Seizure","Kenya","2016-04-04 00:00:00","1046g of ivory and 500g of pangolin scales seized at Jomo Kenyatta International Airport - 2 suspects arrested","Destination Location","3","","","","","","Guangzhou","","Guangdong","China","23.129110336304","113.26438140869",""
"MOR26099","1. Seizure","Kenya","2016-04-04 00:00:00","1046g of ivory and 500g of pangolin scales seized at Jomo Kenyatta International Airport - 2 suspects arrested","Origin Location","1","","","","","","Lagos","","State of Lagos","Nigeria","6.6016001701355","3.3968598842621",""
"MOR26100","1. Seizure","Kenya","2016-04-11 00:00:00","Worked ivory seized at Jomo Kenyatta International Airport - 1 Chinese national arrested","Transit Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR26100","1. Seizure","Kenya","2016-04-11 00:00:00","Worked ivory seized at Jomo Kenyatta International Airport - 1 Chinese national arrested","Destination Location","3","","","","","","Guangzhou","","Guangdong","China","23.129110336304","113.26438140869",""
"MOR26100","1. Seizure","Kenya","2016-04-11 00:00:00","Worked ivory seized at Jomo Kenyatta International Airport - 1 Chinese national arrested","Discovery Location","2","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR26100","1. Seizure","Kenya","2016-04-11 00:00:00","Worked ivory seized at Jomo Kenyatta International Airport - 1 Chinese national arrested","Origin Location","1","","","","","","","","","Cameroon","7.3697218894958","12.35472202301",""
"MOR26770","1. Seizure","Kenya","2018-11-13 00:00:00","21 elephant tusks seized in Rumuruti, three suspects arrested","Discovery Location","","","","","","","Rumuruti","Laikipia County","","Kenya","0.26999861001968","36.527824401855",""
"MOR27668","1. Seizure","Kenya","2018-07-12 00:00:00","4 ivory pieces seized at residence in Muthaiga North Estate, Nairobi - known drug dealer arrested","Discovery Location","","House No. 65","Muthaiga North Estate","","","Balozi Estate","Nairobi","Nairobi County","","Kenya","-1.2365779876709","36.861156463623",""
"MOR27738","2. Poaching / Illegal Harvesting","Kenya","2020-03-10 00:00:00","2 white Giraffe's found dead in Ishaqbini Hirola Community Conservancy, Garissa County","Discovery Location","","Ishaqbine Hirola Community Conservancy is not on the map, so to locate the location, we used the Garissa county and the Tana River Primate Reserve it borders, just outside of the county[MOR27738]","Ishaqbini Hirola Community Conservancy","","","","","Garissa County","","Kenya","-1.877939","40.371887",""
"MOR28120","1. Seizure","Kenya","2019-08-18 00:00:00","1 ivory bangle (0.025 kg) seized at Jomo Kenyatta International Airport - 1 Spanish national arrested","Destination Location","2","","","","","","","","Dar es Salaam","Tanzania, United Republic of","-6.8921413421631","39.262985229492",""
"MOR28120","1. Seizure","Kenya","2019-08-18 00:00:00","1 ivory bangle (0.025 kg) seized at Jomo Kenyatta International Airport - 1 Spanish national arrested","Discovery Location","1","","Jomo Kenyatta International Airport - JKIA","NBO","","","Embakasi","Nairobi","","Kenya","-1.3227100372314","36.926067352295","Airport"
"MOR28226","5. Animal Injury / Mortality / Welfare","Kenya","2020-04-21 00:00:00","19 endangered vultures dead from eating poisoned camel carcasses in Laikipia County - 1 arrested","Discovery Location","","","","","","","","Laikipia County","","Kenya","0.2903076","36.5195435",""
"MOR28380","1. Seizure","Kenya","2019-03-19 00:00:00","tusks, hippo & warthog teeth seized in Nairobi - 2 arrested","Discovery Location","","","","","Mombasa Road","","Nairobi","","Nairobi County","Kenya","-1.3688470125198","36.916564941406","Road"
"MOR28488","1. Seizure","Kenya","2019-05-16 00:00:00","8.5kg raw ivory seized in Kilifi - 2 arrested","Discovery Location","","","","","","","","Kilifi County","Mombasa","Kenya","-3.9176163673401","39.540103912354",""
